POS,NOME,NP,TIME,ADVERSARIO,COMPETICAO
MEE,L. Insigne,6.7,Hellas Verona,Torino,A
MEI,S. Lobotka,5.7,Hellas Verona,Torino,A
MEI,J. Musiala,5.6,Hellas Verona,Torino,A
MED,Beto,5.7,Hellas Verona,Torino,A
MED,C. Eriksen,6.0,Hellas Verona,Torino,A
VLE,M. Brozovic,6.5,Hellas Verona,Torino,A
VLD,A. Tchouaméni,6.9,Hellas Verona,Torino,A
LE,A. Davies,7.5,Hellas Verona,Torino,A
ZGE,A. Rudiger,6.5,Hellas Verona,Torino,A
ZGD,R. Araujo,6.9,Hellas Verona,Torino,A
LD,J. Navas,6.8,Hellas Verona,Torino,A
GOL,T. Courtois,7.1,Hellas Verona,Torino,A
ATA,M. Cunha,6.4,Udinese,Juventus,B
MEE,Vinicius Jr.,6.0,Udinese,Juventus,B
MEI,A. Griezmann,6.7,Udinese,Juventus,B
MED,Raphinha,6.6,Udinese,Juventus,B
VLE,R. Bentancur,6.0,Udinese,Juventus,B
VLD,S. Milinkovic-Savic,6.6,Udinese,Juventus,B
LE,L. Shaw,7.2,Udinese,Juventus,B
ZGE,S. de Vrij,7.0,Udinese,Juventus,B
ZGD,M. Skriniar,6.9,Udinese,Juventus,B
LD,A. Odriozola,7.2,Udinese,Juventus,B
GOL,D. De Gea,7.8,Udinese,Juventus,B
PE,L. Diaz,7.9,Juventus,Udinese,B
ATA,R. Lukaku,7.4,Juventus,Udinese,B
PD,R. Sterling,8.2,Juventus,Udinese,B
MEI,P. Coutinho,6.3,Juventus,Udinese,B
MEI,A. Di Maria,7.0,Juventus,Udinese,B
MCE,J. Henderson,6.0,Juventus,Udinese,B
MCE,T. Kroos,6.9,Juventus,Udinese,B
MCD,Jorginho,6.4,Juventus,Udinese,B
LE,J. Alba,6.4,Juventus,Udinese,B
ZGE,N. Sule,6.9,Juventus,Udinese,B
ZGD,Bremer,6.9,Juventus,Udinese,B
LD,T. Alexander-Arnold,6.3,Juventus,Udinese,B
GOL,K. Trapp,6.4,Juventus,Udinese,B
ATE,S. Haller,6.2,Sampdoria,Torino,C
ATE,T. Abraham,6.0,Sampdoria,Torino,C
ATD,A. Isak,6.0,Sampdoria,Torino,C
MCE,F. Wirtz,5.8,Sampdoria,Torino,C
MCE,E. Camavinga,5.7,Sampdoria,Torino,C
MCE,N. Fekir,6.3,Sampdoria,Torino,C
MCD,L. Sané,6.7,Sampdoria,Torino,C
VOL,I. Sangaré,6.6,Sampdoria,Torino,C
ADE,L. Spinazzola,6.9,Sampdoria,Torino,C
ZGE,G. Inacio,6.4,Sampdoria,Torino,C
ZAG,S. Ramos,5.4,Sampdoria,Torino,C
ZGD,N. Schlotterbeck,7.3,Sampdoria,Torino,C
ADD,D. Raum,6.2,Sampdoria,Torino,C
GOL,P. Gulacsi,6.6,Sampdoria,Torino,C
PE,Neymar Jr,7.9,Torino,Sampdoria,C
ATA,H. Son,6.9,Torino,Sampdoria,C
PD,P. Dybala,5.8,Torino,Sampdoria,C
PD,D. Jota,7.2,Torino,Sampdoria,C
MEI,L. Messi,6.7,Torino,Sampdoria,C
MCE,N. Barella,5.6,Torino,Sampdoria,C
VLE,M. Llorente,7.4,Torino,Sampdoria,C
VLD,N. Kanté,7.4,Torino,Sampdoria,C
LE,S. Reguilon,7.1,Torino,Sampdoria,C
ZGE,M. de Ligt,6.7,Torino,Sampdoria,C
ZGD,R. Dias,6.7,Torino,Sampdoria,C
LD,J. Cancelo,7.6,Torino,Sampdoria,C
GOL,M. ter Stegen,7.3,Torino,Sampdoria,C
PE,C. Gakpo,9.9,Spezia,Lecce,B
PD,P. Foden,8.0,Spezia,Lecce,B
SA,M. Depay,9.2,Spezia,Lecce,B
MCE,M. Verratti,7.0,Spezia,Lecce,B
MCD,L. Goretzka,7.8,Spezia,Lecce,B
VOL,Rodri,8.2,Spezia,Lecce,B
LE,O. Wijndal,7.4,Spezia,Lecce,B
ZGE,J. Stones,7.4,Spezia,Lecce,B
ZGD,J. Timber,7.2,Spezia,Lecce,B
LD,D. Carvajal,7.7,Spezia,Lecce,B
GOL,J. Oblak,7.4,Spezia,Lecce,B
ATA,K. Benzema,9.0,Fiorentina,Hellas Verona,A
ATA,V. Osimhen,7.9,Fiorentina,Hellas Verona,A
MAE,Rodrygo,6.1,Fiorentina,Hellas Verona,A
MAD,M. Salah,7.3,Fiorentina,Hellas Verona,A
MCE,B. Silva,6.1,Fiorentina,Hellas Verona,A
MC,P. Hojbjerg, 6.0,Fiorentina,Hellas Verona,A
MC,Fabinho,7.7,Fiorentina,Hellas Verona,A
MCD,K. De Bruyne,7.1,Fiorentina,Hellas Verona,A
MCD,F. Valverde,8.5,Fiorentina,Hellas Verona,A
LE,A. Robertson,7.4,Fiorentina,Hellas Verona,A
ZGE,V. van Dijk,6.8,Fiorentina,Hellas Verona,A
ZGD,A. Laporte,7.9,Fiorentina,Hellas Verona,A
LD,K. Walker,7.4,Fiorentina,Hellas Verona,A
GOL,Alisson,7.1,Fiorentina,Hellas Verona,A
ATA,E. Haaland,6.0,Hellas Verona,Fiorentina,A
MEE,A. Fati,5.9,Hellas Verona,Fiorentina,A
MEE,F. Kostic,5.6,Hellas Verona,Fiorentina,A
MEI,J. Brandt,6.3,Hellas Verona,Fiorentina,A
MED,F. Torres,5.9,Hellas Verona,Fiorentina,A
MED,C. Eriksen,5.8,Hellas Verona,Fiorentina,A
VLE,S. Lobotka,5.9,Hellas Verona,Fiorentina,A
VLE,M. Brozovic,6.4,Hellas Verona,Fiorentina,A
VLD,Casemiro,6.2,Hellas Verona,Fiorentina,A
LE,A. Davies,7.2,Hellas Verona,Fiorentina,A
ZGE,A. Rudiger,7.0,Hellas Verona,Fiorentina,A
ZGD,D. Alaba,7.5,Hellas Verona,Fiorentina,A
LD,J. Navas,6.4,Hellas Verona,Fiorentina,A
GOL,T. Courtois,6.7,Hellas Verona,Fiorentina,A
ATA,G. Moreno,7.5,Monza,Juventus,B
ATA,H. Kane,7.8,Monza,Juventus,B
MEI,L. Muriel,6.5,Monza,Juventus,B
MEI,M. Odegaard,6.8,Monza,Juventus,B
ME,A. Saint-Maximin,6.0,Monza,Juventus,B
ME,L. Insigne,7.3,Monza,Juventus,B
MCE,A. Tchouaméni,6.0,Monza,Juventus,B
MCE,Pedri,6.9,Monza,Juventus,B
MCD,W. Ndidi,6.0,Monza,Juventus,B
MCD,D. Parejo,6.9,Monza,Juventus,B
MD,F. Chiesa,6.6,Monza,Juventus,B
LE,T. Hernandez,6.9,Monza,Juventus,B
ZGE,P. Torres,6.8,Monza,Juventus,B
ZGD,J. Koundé,6.9,Monza,Juventus,B
LD,G. Di Lorenzo,6.9,Monza,Juventus,B
GOL,M. Maignan,6.3,Monza,Juventus,B
ATE,R. Lukaku,8.5,Juventus,Monza,B
ATD,J. Alba,6.9,Juventus,Monza,B
PD,R. Sterling,8.0,Juventus,Monza,B
ME,L. Diaz,7.4,Juventus,Monza,B
MCE,T. Kroos,8.0,Juventus,Monza,B
MCE,A. Di Maria,8.1,Juventus,Monza,B
MCD,M. Kovacic,6.0,Juventus,Monza,B
MCD,J. Henderson,6.6,Juventus,Monza,B
MD,E. Hazard,6.0,Juventus,Monza,B
VOL,Jorginho,6.1,Juventus,Monza,B
ZGE,N. Sule,7.6,Juventus,Monza,B
ZAG,Bremer,7.1,Juventus,Monza,B
ZGD,T. Alexander-Arnold,7.4,Juventus,Monza,B
GOL,K. Trapp,7.6,Juventus,Monza,B
PE,C. Gakpo,6.6,Spezia,Atalanta,C
PD,P. Foden,6.6,Spezia,Atalanta,C
SA,M. Depay,6.5,Spezia,Atalanta,C
MCE,L. Paqueta,5.8,Spezia,Atalanta,C
MCE,M. Verratti,6.1,Spezia,Atalanta,C
MCD,O. Kokcu,6.3,Spezia,Atalanta,C
MCD,L. Goretzka,6.1,Spezia,Atalanta,C
VOL,Rodri,6.2,Spezia,Atalanta,C
LE,O. Wijndal,6.1,Spezia,Atalanta,C
ZGE,J. Stones,6.9,Spezia,Atalanta,C
ZGD,J. Timber,6.3,Spezia,Atalanta,C
LD,D. Carvajal,7.1,Spezia,Atalanta,C
GOL,J. Oblak,6.1,Spezia,Atalanta,C
ATE,I. Williams,7.6,Atalanta,Spezia,C
ATE,W. Ben Yedder,9.7,Atalanta,Spezia,C
ATD,P. Pogba,5.0,Atalanta,Spezia,C
ME,M. Oyarzabal,8.0,Atalanta,Spezia,C
MCE,Y. Tielemans,7.5,Atalanta,Spezia,C
MCD,M. Nunes,6.5,Atalanta,Spezia,C
MD,J. Doku,6.7,Atalanta,Spezia,C
MD,W. Zaha,7.8,Atalanta,Spezia,C
MD,S. Canales,7.9,Atalanta,Spezia,C
LE,M. Acuña,8.2,Atalanta,Spezia,C
ZGE,M. Ginter,7.2,Atalanta,Spezia,C
ZGD,S. Savic,7.9,Atalanta,Spezia,C
LD,A. Hakimi,7.9,Atalanta,Spezia,C
GOL,K. Navas,7.0,Atalanta,Spezia,C
PE,H. Ziyech,5.3,Milan,Juventus,B
PE,J. Sancho,7.1,Milan,Juventus,B
PD,J. Grealish,6.1,Milan,Juventus,B
PD,K. Coman,6.4,Milan,Juventus,B
SA,D. Nuñez,6.2,Milan,Juventus,B
SA,D. Vlahovic,5.7,Milan,Juventus,B
MCE,F. de Jong,7.6,Milan,Juventus,B
MCD,R. Sanches,6.5,Milan,Juventus,B
VOL,J. Ward-Prowse,7.3,Milan,Juventus,B
LE,Angelino,6.6,Milan,Juventus,B
ZGE,F. Tomori,6.4,Milan,Juventus,B
ZGD,P. Kimpembe,6.9,Milan,Juventus,B
LD,R. Pereira,6.8,Milan,Juventus,B
GOL,Ederson,6.1,Milan,Juventus,B
PE,L. Diaz,8.4,Juventus,Milan,B
ATA ,R. Lukaku,9.3,Juventus,Milan,B
PD,R. Sterling,8.4,Juventus,Milan,B
MEI,J. Henderson,6.7,Juventus,Milan,B
MEI,T. Kroos,7.4,Juventus,Milan,B
MCE,A. Di Maria,9.0,Juventus,Milan,B
MCD,M. Kovacic,6.0,Juventus,Milan,B
MCD,Jorginho,6.6,Juventus,Milan,B
LE,J. Alba,8.1,Juventus,Milan,B
ZGE,N. Sule,7.9,Juventus,Milan,B
ZGD,Bremer,7.5,Juventus,Milan,B
LD,T. Alexander-Arnold,7.6,Juventus,Milan,B
GOL,K. Trapp,7.3,Juventus,Milan,B
ATA,E. Haaland,5.9,Hellas Verona,Napoli,A
MEE,A. Fati,6.0,Hellas Verona,Napoli,A
MEE,F. Kostic,5.6,Hellas Verona,Napoli,A
MEI,Antony,5.7,Hellas Verona,Napoli,A
MEI,J. Brandt,5.3,Hellas Verona,Napoli,A
MED,F. Torres,6.0,Hellas Verona,Napoli,A
MED,C. Eriksen,5.9,Hellas Verona,Napoli,A
VLE,M. Brozovic,5.8,Hellas Verona,Napoli,A
VLD,Casemiro,6.2,Hellas Verona,Napoli,A
LE,A. Davies,7.3,Hellas Verona,Napoli,A
ZGE,A. Rudiger,6.5,Hellas Verona,Napoli,A
ZGD,D. Alaba,6.6,Hellas Verona,Napoli,A
LD,J. Navas,7.6,Hellas Verona,Napoli,A
GOL,T. Courtois,7.8,Hellas Verona,Napoli,A
ATA,C. Immobile,8.5,Napoli,Hellas Verona,A
MEE,I. Sarr,6.3,Napoli,Hellas Verona,A
MEE,D. Mertens,6.7,Napoli,Hellas Verona,A
MEI,T. Muller,6.0,Napoli,Hellas Verona,A
MEI,A. Gomez,6.9,Napoli,Hellas Verona,A
MED,C. Pulisic,6.2,Napoli,Hellas Verona,A
MED,S. Gnabry,7.3,Napoli,Hellas Verona,A
VLE,Thiago,6.8,Napoli,Hellas Verona,A
VLE,F. Kessié,8.5,Napoli,Hellas Verona,A
VLD,S. Tonali,6.0,Napoli,Hellas Verona,A
LE,Y. Berchiche,6.0,Napoli,Hellas Verona,A
LE,J. Frimpong,8.1,Napoli,Hellas Verona,A
ZGE,K. Koulibaly,6.7,Napoli,Hellas Verona,A
ZGD,Pepe,6.2,Napoli,Hellas Verona,A
LD,J. Cuadrado,7.8,Napoli,Hellas Verona,A
GOL,W. Szczesny,6.8,Napoli,Hellas Verona,A
PE,T. Werner,7.0,Lecce,Monza,B
ATA,R. Lewandowski,5.6,Lecce,Monza,B
PD,R. Mahrez,6.1,Lecce,Monza,B
SA,S. Mané,7.1,Lecce,Monza,B
MCE,M. Mount,6.5,Lecce,Monza,B
MCD,M. Merino,6.2,Lecce,Monza,B
VOL,I. Gundogan,6.7,Lecce,Monza,B
LE,A. Grimaldo,6.5,Lecce,Monza,B
ZGE,T. Silva,6.0,Lecce,Monza,B
ZGE,L. Martínez,6.2,Lecce,Monza,B
ZGD,W. Saliba,7.0,Lecce,Monza,B
LD,K. Trippier,6.4,Lecce,Monza,B
GOL,E. Martinez,7.5,Lecce,Monza,B
ATA,G. Moreno,8.1,Monza,Lecce,B
ATA,H. Kane,8.6,Monza,Lecce,B
MEI,L. Muriel,6.9,Monza,Lecce,B
MEI,M. Odegaard,7.4,Monza,Lecce,B
ME,A. Saint-Maximin,7.8,Monza,Lecce,B
ME,L. Insigne,8.2,Monza,Lecce,B
MCE,A. Tchouaméni,5.8,Monza,Lecce,B
MCE,Pedri,6.0,Monza,Lecce,B
MCD,W. Ndidi,5.8,Monza,Lecce,B
MCD,D. Parejo,7.4,Monza,Lecce,B
MD,F. Chiesa,7.9,Monza,Lecce,B
LE,T. Hernandez,7.4,Monza,Lecce,B
ZGE,P. Torres,7.7,Monza,Lecce,B
ZGD,J. Koundé,7.6,Monza,Lecce,B
LD,G. Di Lorenzo,6.8,Monza,Lecce,B
GOL,M. Maignan,6.1,Monza,Lecce,B
PE,L. Diaz,7.8,Juventus,Milan,C
ATA,R. Lukaku,9.0,Juventus,Milan,C
PD,R. Sterling,6.8,Juventus,Milan,C
PD,A. Di Maria,7.7,Juventus,Milan,C
MEI,P. Coutinho,5.8,Juventus,Milan,C
MCE,J. Henderson,5.9,Juventus,Milan,C
MCE,T. Kroos,7.4,Juventus,Milan,C
MCD,Jorginho,6.9,Juventus,Milan,C
LE,J. Alba,7.7,Juventus,Milan,C
ZGE,N. Sule,8.0,Juventus,Milan,C
ZGD,Bremer,7.4,Juventus,Milan,C
LD,Danilo,6.0,Juventus,Milan,C
LD,T. Alexander-Arnold,7.0,Juventus,Milan,C
GOL,K. Trapp,7.4,Juventus,Milan,C
PE,H. Ziyech,5.7,Milan,Juventus,C
PE,J. Sancho,7.5,Milan,Juventus,C
ATA,D. Nunez,6.0,Milan,Juventus,C
PD,D. Berardi,5.5,Milan,Juventus,C
PD,K. Coman,6.2,Milan,Juventus,C
SA,D. Vlahovic,6.4,Milan,Juventus,C
MEI,J. Grealish,5.9,Milan,Juventus,C
MCE,L. Pellegrini,6.7,Milan,Juventus,C
MCD,F. de Jong,6.2,Milan,Juventus,C
VOL,J. Ward-Prowse,7.3,Milan,Juventus,C
LE,Angelino,7.6,Milan,Juventus,C
ZGE,F. Tomori,7.2,Milan,Juventus,C
ZGD,S. Botman,5.4,Milan,Juventus,C
LD,P. Kimpembe,6.5,Milan,Juventus,C
LD,R. Pereira,6.7,Milan,Juventus,C
GOL,Ederson,7.5,Milan,Juventus,C
ATA,E. Haaland,6.3,Hellas Verona,Roma,A
MEE,A. Fati,6.1,Hellas Verona,Roma,A
MEE,F. Kostic,6.0,Hellas Verona,Roma,A
MEI,S. Lobotka,5.8,Hellas Verona,Roma,A
MEI,J. Brandt,5.9,Hellas Verona,Roma,A
MED,Antony,5.7,Hellas Verona,Roma,A
MED,C. Eriksen,6.0,Hellas Verona,Roma,A
VLE,M. Brozovic,6.3,Hellas Verona,Roma,A
VLD,Casemiro,6.4,Hellas Verona,Roma,A
LE,A. Davies,7.0,Hellas Verona,Roma,A
ZGE,A. Rudiger,6.5,Hellas Verona,Roma,A
ZGD,D. Alaba,7.0,Hellas Verona,Roma,A
LD,J. Navas,6.7,Hellas Verona,Roma,A
GOL,T. Courtois,6.5,Hellas Verona,Roma,A
ATE,K. Mbappé,8.8,Roma,Hellas Verona,A
ATD,M. Rashford,7.4,Roma,Hellas Verona,A
ATD,A. Talisca,6.2,Roma,Hellas Verona,A
ME,R. Leão,8.3,Roma,Hellas Verona,A
MCE,D. Kamada,6.3,Roma,Hellas Verona,A
MCE,C. Soler,7.5,Roma,Hellas Verona,A
MCD,A. Rabiot,7.4,Roma,Hellas Verona,A
MD,Y. Carrasco,6.4,Roma,Hellas Verona,A
MD,A. Correa,6.9,Roma,Hellas Verona,A
LE,A. Balde,7.5,Roma,Hellas Verona,A
ZGE,J. Gomez,5.9,Roma,Hellas Verona,A
ZGE,E. Ndicka,6.5,Roma,Hellas Verona,A
ZGD,I. Martinez,7.6,Roma,Hellas Verona,A
LD,P. Porro,7.8,Roma,Hellas Verona,A
GOL,E. Mendy,7.1,Roma,Hellas Verona,A
ATA,G. Moreno,5.8,Monza,Milan,B
ATA,H. Kane,9.4,Monza,Milan,B
MEI,M. Odegaard,8.1,Monza,Milan,B
ME,A. Saint-Maximin,6.0,Monza,Milan,B
ME,L. Insigne,8.0,Monza,Milan,B
MCE,W. Ndidi,6.0,Monza,Milan,B
MCE,Pedri,7.3,Monza,Milan,B
MCD,A. Tchouaméni,6.0,Monza,Milan,B
MCD,D. Parejo,6.7,Monza,Milan,B
MD,F. Chiesa,8.0,Monza,Milan,B
LE,T. Hernandez,7.9,Monza,Milan,B
ZGE,J. Matip,6.0,Monza,Milan,B
ZGE,P. Torres,7.2,Monza,Milan,B
ZGD,J. Koundé,7.6,Monza,Milan,B
LD,G. Di Lorenzo,7.0,Monza,Milan,B
GOL,M. Maignan,5.9,Monza,Milan,B
PE,H. Ziyech,6.7,Milan,Monza,B
PE,J. Sancho,7.0,Milan,Monza,B
PD,D. Berardi,5.9,Milan,Monza,B
PD,K. Coman,6.3,Milan,Monza,B
SA,D. Nunez,6.0,Milan,Monza,B
SA,D. Vlahovic,8.2,Milan,Monza,B
MCE,J. Grealish,6.1,Milan,Monza,B
MCD,L. Pellegrini,6.0,Milan,Monza,B
VOL,F. de Jong,6.6,Milan,Monza,B
VOL,J. Ward-Prowse,6.2,Milan,Monza,B
LE,Angelino,7.4,Milan,Monza,B
ZGE,N. Fernandez,7.0,Milan,Monza,B
ZGD,P. Kimpembe,7.5,Milan,Monza,B
LD,R. Pereira,6.7,Milan,Monza,B
GOL,Ederson,6.6,Milan,Monza,B
PE,Vinicius Jr.,6.8,Udinese,Fiorentina,C
ATA,M. Cunha,8.0,Udinese,Fiorentina,C
PD,Raphinha,7.2,Udinese,Fiorentina,C
MC,A. Griezmann,7.4,Udinese,Fiorentina,C
VLE,T. Lemar,6.9,Udinese,Fiorentina,C
VLD,S. Milinkovic-Savic,8.3,Udinese,Fiorentina,C
LE,L. Shaw,7.5,Udinese,Fiorentina,C
ZGE,S. de Vrij,6.9,Udinese,Fiorentina,C
ZGD,M. Skriniar,6.9,Udinese,Fiorentina,C
LD,C. Azpilicueta,7.9,Udinese,Fiorentina,C
GOL,D. De Gea,6.7,Udinese,Fiorentina,C
ATA,V. Osimhen,7.8,Fiorentina,Udinese,C
ATA,K. Benzema,8.8,Fiorentina,Udinese,C
MAE,Rodrygo,5.9,Fiorentina,Udinese,C
MAD,M. Salah,7.5,Fiorentina,Udinese,C
MCE,B. Silva,5.9,Fiorentina,Udinese,C
MC,P. Hojbjerg,5.9,Fiorentina,Udinese,C
MC,Fabinho,6.5,Fiorentina,Udinese,C
MCD,F. Valverde,7.2,Fiorentina,Udinese,C
MCD,K. De Bruyne,8.6,Fiorentina,Udinese,C
LE,A. Robertson,8.2,Fiorentina,Udinese,C
ZGE,V. van Dijk,8.3,Fiorentina,Udinese,C
ZGD,A. Laporte,6.8,Fiorentina,Udinese,C
LD,K. Walker,7.5,Fiorentina,Udinese,C
GOL,Alisson,6.6,Fiorentina,Udinese,C
ATA,V. Osimhen,6.4,Fiorentina,Atalanta,A
MAE,K. Benzema,7.6,Fiorentina,Atalanta,A
MAD,M. Salah,8.0,Fiorentina,Atalanta,A
MCE,F. Valverde,6.7,Fiorentina,Atalanta,A
MC,Fabinho,7.3,Fiorentina,Atalanta,A
MCD,K. De Bruyne,7.9,Fiorentina,Atalanta,A
LE,A. Robertson,7.6,Fiorentina,Atalanta,A
ZGE,V. van Dijk,7.4,Fiorentina,Atalanta,A
ZGD,A. Laporte,7.8,Fiorentina,Atalanta,A
LD,K. Walker,7.3,Fiorentina,Atalanta,A
GOL,Alisson,6.1,Fiorentina,Atalanta,A
ATA,W. Ben Yedder,6.4,Atalanta,Fiorentina,A
MAE,M. Oyarzabal,7.9,Atalanta,Fiorentina,A
MAD,W. Zaha,7.8,Atalanta,Fiorentina,A
MCE,S. Canales,6.6,Atalanta,Fiorentina,A
MC,Y. Tielemans,6.6,Atalanta,Fiorentina,A
MCD,P. Pogba,6.8,Atalanta,Fiorentina,A
LE,M. Acuña,7.2,Atalanta,Fiorentina,A
ZGE,M. Ginter,6.8,Atalanta,Fiorentina,A
ZGD,S. Savic,6.4,Atalanta,Fiorentina,A
LD,A. Hakimi,7.3,Atalanta,Fiorentina,A
GOL,K. Navas,6.2,Atalanta,Fiorentina,A
ATA,M. Cunha,8.1,Udinese,Lecce,B
MEE,Vinicius Jr.,7.1,Udinese,Lecce,B
MEI,A. Griezmann,5.9,Udinese,Lecce,B
MED,Raphinha,6.3,Udinese,Lecce,B
VLE,R. Bentancur,6.5,Udinese,Lecce,B
VLD,S. Milinkovic-Savic,6.3,Udinese,Lecce,B
LE,L. Shaw,7.4,Udinese,Lecce,B
ZGE,S. de Vrij,6.2,Udinese,Lecce,B
ZGD,S. Coates,6.4,Udinese,Lecce,B
LD,C. Azpilicueta,6.8,Udinese,Lecce,B
GOL,D. De Gea,6.3,Udinese,Lecce,B
PE,S. Mané,8.3,Lecce,Udinese,B
ATA,R. Lewandowski,7.2,Lecce,Udinese,B
PD,R. Mahrez,6.7,Lecce,Udinese,B
MCE,M. Merino,6.6,Lecce,Udinese,B
MCD,M. Mount,8.0,Lecce,Udinese,B
VOL,I. Gundogan,7.5,Lecce,Udinese,B
LE,A. Grimaldo,6.5,Lecce,Udinese,B
ZGE,L. Martínez,7.1,Lecce,Udinese,B
ZGD,T. Silva,7.4,Lecce,Udinese,B
LD,K. Trippier,7.3,Lecce,Udinese,B
GOL,E. Martinez,6.3,Lecce,Udinese,B
PE,G. Gakpo,7.2,Spezia,Sampdoria,B
PD,P. Foden,7.1,Spezia,Sampdoria,B
SA,A. Morata,6.3,Spezia,Sampdoria,B
SA,M. Depay,6.2,Spezia,Sampdoria,B
MCE,M. Verratti,6.5,Spezia,Sampdoria,B
MCD,F. de Jong,6.9,Spezia,Sampdoria,B
VOL,Rodri,6.3,Spezia,Sampdoria,B
LE,O. Wijndal,5.9,Spezia,Sampdoria,B
ZGE,J. Stones,6.5,Spezia,Sampdoria,B
ZGD,S. Botman,6.5,Spezia,Sampdoria,B
LD,D. Carvajal,6.9,Spezia,Sampdoria,B
GOL,J. Oblak,6.3,Spezia,Sampdoria,B
ATA,T. Abraham,7.0,Sampdoria,Spezia,B
MEE,L. Sané,6.9,Sampdoria,Spezia,B
MEI,N. Zaniolo,5.9,Sampdoria,Spezia,B
MEI,F. Wirtz,6.7,Sampdoria,Spezia,B
MED,N. Fekir,6.8,Sampdoria,Spezia,B
VLE,E. Camavinga,6.7,Sampdoria,Spezia,B
VLD,I. Sangaré,6.8,Sampdoria,Spezia,B
LE,L. Spinazzola,6.1,Sampdoria,Spezia,B
LE,N. Schlotterbeck,7.3,Sampdoria,Spezia,B
ZGE,S. Ramos,7.3,Sampdoria,Spezia,B
ZGD,D. Raum,7.7,Sampdoria,Spezia,B
LE,N. Tavares,5.9,Sampdoria,Spezia,B
LE,L. Spinazzola,5.8,Sampdoria,Spezia,B
ZGE,N. Schlotterbeck,6.1,Sampdoria,Spezia,B
ZGD,S. Ramos,7.3,Sampdoria,Spezia,B
LD,D. Raum,7.3,Sampdoria,Spezia,B
GOL,P. Gulacsi,7.7,Sampdoria,Spezia,B
PE,Neymar Jr,8.8,Torino,Lazio,A
PD,L. Messi,9.1,Torino,Lazio,A
SA,J. Felix,7.2,Torino,Lazio,A
SA,H. Son,7.4,Torino,Lazio,A
MCE,B. Fernandes,6.0,Torino,Lazio,A
MCE,N. Barella,8.1,Torino,Lazio,A
MCD,M. Llorente,6.0,Torino,Lazio,A
MCD,R. De Paul,8.1,Torino,Lazio,A
VOL,N. Kanté,7.5,Torino,Lazio,A
LE,Mario Rui,7.2,Torino,Lazio,A
ZGE,M. de Ligt,7.3,Torino,Lazio,A
ZGD,R. Dias,8.0,Torino,Lazio,A
LD,J. Cancelo,7.6,Torino,Lazio,A
GOL,M. ter Stegen,7.0,Torino,Lazio,A
PE,O. Dembele,7.6,Lazio,Torino,A
ATA,C. Ronaldo,7.2,Lazio,Torino,A
PD,B. Saka,6.2,Lazio,Torino,A
MCE,E. Fernandez,6.0,Lazio,Torino,A
MCE,C. Nkunku,5.9,Lazio,Torino,A
MCD,G. Kondogbia,5.6,Lazio,Torino,A
VOL,J. Kimmich,6.6,Lazio,Torino,A
LE,R. Guerreiro,6.5,Lazio,Torino,A
ZGE,Marquinhos,6.7,Lazio,Torino,A
ZGD,M. Akanji,5.9,Lazio,Torino,A
LD,R. James,6.5,Lazio,Torino,A
GOL,G. Donnarumma,6.9,Lazio,Torino,A
PE,C. Gakpo,6.7,Spezia,Atalanta,C
PD,P. Foden,6.5,Spezia,Atalanta,C
SA,J. Burkardt,6.0,Spezia,Atalanta,C
SA,A. Morata,6.3,Spezia,Atalanta,C
MCE,0. Kokcu,6.0,Spezia,Atalanta,C
MCE,M. Verratti,6.1,Spezia,Atalanta,C
MCD,F. de Jong,5.9,Spezia,Atalanta,C
VOL,Rodri,6.5,Spezia,Atalanta,C
LE,0. Wijndal,7.1,Spezia,Atalanta,C
ZGE,J. Stones,7.5,Spezia,Atalanta,C
ZGD,J. Timber,7.1,Spezia,Atalanta,C
LD,D. Carvajal,6.8,Spezia,Atalanta,C
GOL,J. Oblak,6.2,Spezia,Atalanta,C
ATE,W. Ben Yedder,6.6,Atalanta,Spezia,C
ATD,I. Williams,6.0,Atalanta,Spezia,C
ATD,W. Zaha,6.2,Atalanta,Spezia,C
ME,L. Openda,6.1,Atalanta,Spezia,C
ME,M. Oyarzabal,6.4,Atalanta,Spezia,C
MCE,Y. Tielemans,6.9,Atalanta,Spezia,C
MCD,K. Phillips,6.5,Atalanta,Spezia,C
MD,J. Doku,6.0,Atalanta,Spezia,C
MD,S. Canales,6.6,Atalanta,Spezia,C
LE,M. Acuña,7.4,Atalanta,Spezia,C
ZGE,M. Ginter,6.3,Atalanta,Spezia,C
ZGD,S.Savic,7.9,Atalanta,Spezia,C
LD,A. Hakimi,7.5,Atalanta,Spezia,C
MD,J. Doku,6.0,Atalanta,Spezia,C
MD,S. Canales,6.6,Atalanta,Spezia,C
LE,M. Acuña,7.4,Atalanta,Spezia,C
ZGE,M. Ginter,6.3,Atalanta,Spezia,C
ZGD,S. Savic,7.9,Atalanta,Spezia,C
LD,A. Hakimi,7.5,Atalanta,Spezia,C
GOL,K. Navas,6.6,Atalanta,Spezia,C
ATA,L. Martinez,9.0,Internazionale,Lazio,A
MEE,L. Trossard,6.9,Internazionale,Lazio,A
MEE,K. Coman,6.3,Internazionale,Lazio,A
MEI,J. Musiala,8.7,Internazionale,Lazio,A
MED,Rafa,8.8,Internazionale,Lazio,A
VLE,A. Zambo Anguissa,6.0,Internazionale,Lazio,A
VLE,L. Modri¢,7.4,Internazionale,Lazio,A
VLD,M. Merino,7.1,Internazionale,Lazio,A
LE,N. Mendes,8.1,Internazionale,Lazio,A
