POS,NOME,NP,TIME,ADVERSARIO,COMPETICAO
MCD,T. Kroos,7.3,Juventus,Lecce,B
MD,E. Hazard,6.0,Juventus,Lecce,B
MD,A. Di Maria,6.4,Juventus,Lecce,B
LE,J. Alba,7.9,Juventus,Lecce,B
ZGE,N. Sule,7.8,Juventus,Lecce,B
ZGD,Bremer,7.5,Juventus,Lecce,B
LD,T. Alexander-Arnold,7.2,Juventus,Lecce,B
GOL,K. Trapp,6.9,Juventus,Lecce,B
PE,R. Sterling,6.8,Juventus,Milan,B
ATA,R. Lukaku,8.8,Juventus,Milan,B
PD,A. Di Maria,6.2,Juventus,Milan,B
MEI,L. Diaz,8.9,Juventus,Milan,B
MCE,T. Kroos,7.3,Juventus,Milan,B
MCD,Jorginho,8.3,Juventus,Milan,B
LE,J. Alba,7.4,Juventus,Milan,B
ZGE,N. Sule,8.6,Juventus,Milan,B
ZGD,Bremer,7.9,Juventus,Milan,B
LD,T. Alexander-Arnold,7.0,Juventus,Milan,B
GOL,K. Trapp,7.1,Juventus,Milan,B
PE,J. Grealish,6.1,Milan,Juventus,B
PE,J. Sancho,6.2,Milan,Juventus,B
PD,K. Coman,5.7,Milan,Juventus,B
PD,H. Ziyech,6.8,Milan,Juventus,B
SA,D. Nuñez,6.2,Milan,Juventus,B
SA,D. Vlahovic,6.4,Milan,Juventus,B
MCE,F. de Jong,7.0,Milan,Juventus,B
MCD,X. Simons,5.5,Milan,Juventus,B
MCD,R. Sanches,6.2,Milan,Juventus,B
VOL,J. Ward-Prowse,6.3,Milan,Juventus,B
LE,Angeliño,6.8,Milan,Juventus,B
ZGE,F. Tomori,7.0,Milan,Juventus,B
ZGD,P. Kimpembe,7.1,Milan,Juventus,B
LD,R. Pereira,6.2,Milan,Juventus,B
GOL,Ederson,6.2,Milan,Juventus,B
ATA,D. Jota,8.1,Torino,Napoli,A
MAE,Neymar Jr,8.1,Torino,Napoli,A
MAD,L. Messi,8.1,Torino,Napoli,A
VLE,N. Barella,6.8,Torino,Napoli,A
VOL,N. Kanté,7.4,Torino,Napoli,A
LE,B. Chilwell,6.9,Torino,Napoli,A
ZGE,M. de Ligt,6.3,Torino,Napoli,A
ZGD,R. Dias,6.7,Torino,Napoli,A
LD,J. Cancelo,6.6,Torino,Napoli,A
ADD,D. Rice,6.8,Torino,Napoli,A
GOL,M. ter Stegen,7.2,Torino,Napoli,A
ATE,T. Muller,6.9,Napoli,Torino,A
ATA,C. Immobile,8.1,Napoli,Torino,A
MEE,I. Sarr,5.9,Napoli,Torino,A
MEE,C. Pulisic,6.1,Napoli,Torino,A
MEI,D. Mertens,6.9,Napoli,Torino,A
MED,A. Gomez,6.2,Napoli,Torino,A
MED,S. Gnabry,6.9,Napoli,Torino,A
VLE,S. Tonali,6.6,Napoli,Torino,A
VLE,Thiago,7.0,Napoli,Torino,A
VLD,J. Kimmich,7.1,Napoli,Torino,A
LE,R. Lodi,7.3,Napoli,Torino,A
ZGE,Pepe,7.2,Napoli,Torino,A
ZGD,J. Giménez,7.0,Napoli,Torino,A
LD,J. Cuadrado,7.1,Napoli,Torino,A
GOL,W. Szczesny,6.8,Napoli,Torino,A
PE,G. Raspadori,6.0,Napoli,Roma,A
PE,C. Pulisic,6.6,Napoli,Roma,A
ATA,C. Immobile,7.1,Napoli,Roma,A
PD,I. Sarr,6.6,Napoli,Roma,A
MEI,T. Muller,5.9,Napoli,Roma,A
MCE,A. Gomez,6.4,Napoli,Roma,A
MCD,D. Mertens,6.0,Napoli,Roma,A
MCD,Thiago,6.4,Napoli,Roma,A
VOL,J. Kimmich,7.5,Napoli,Roma,A
LE,R. Lodi,7.0,Napoli,Roma,A
ZGE,Pepe,7.1,Napoli,Roma,A
ZGD,J. Giménez,6.3,Napoli,Roma,A
LD,J. Cuadrado,5.9,Napoli,Roma,A
GOL,W. Szczesny,6.1,Napoli,Roma,A
ATA,M. Kean,6.2,Roma,Napoli,A
ATA,E. Haaland,6.7,Roma,Napoli,A
MAE,M. Rashford,6.1,Roma,Napoli,A
MAE,R. Leão,8.0,Roma,Napoli,A
MAD,D. Berardi,6.0,Roma,Napoli,A
MAD,Y. Carrasco,7.6,Roma,Napoli,A
MCE,C. Soler,6.0,Roma,Napoli,A
MCE,P. Zielinski,7.3,Roma,Napoli,A
MC,Casemiro,7.3,Roma,Napoli,A
MCD,A. Talisca,6.7,Roma,Napoli,A
LE,A. Balde,7.6,Roma,Napoli,A
ZGE,E. Ndicka,7.6,Roma,Napoli,A
ZGD,J. Gomez,6.0,Roma,Napoli,A
ZGD,I. Konaté,7.1,Roma,Napoli,A
LD,P. Porro,7.4,Roma,Napoli,A
GOL,E. Mendy,6.6,Roma,Napoli,A
PE,J. Grealish,8.2,Milan,Spezia,B
PE,J. Sancho,5.8,Milan,Spezia,B
PD,K. Coman,6.1,Milan,Spezia,B
PD,H. Ziyech,6.4,Milan,Spezia,B
SA,D. Nuñez,6.1,Milan,Spezia,B
SA,D. Vlahovic,6.2,Milan,Spezia,B
MCE,F. de Jong,6.9,Milan,Spezia,B
MCD,X. Simons,7.4,Milan,Spezia,B
MCD,R. Sanches,6.8,Milan,Spezia,B
VOL,J. Ward-Prowse,7.0,Milan,Spezia,B
LE,Angeliño,6.2,Milan,Spezia,B
ZGE,F. Tomori,6.6,Milan,Spezia,B
ZGD,S. Botman,5.9,Milan,Spezia,B
ZGD,P. Kimpembe,6.7,Milan,Spezia,B
LD,R. Pereira,7.6,Milan,Spezia,B
GOL,Ederson,6.7,Milan,Spezia,B
PE,C. Gakpo,8.7,Spezia,Milan,B
PD,P. Foden,6.5,Spezia,Milan,B
SA,W. Ben Yedder,6.0,Spezia,Milan,B
SA,M. Depay,7.6,Spezia,Milan,B
MCE,Q. Timber,5.7,Spezia,Milan,B
MCE,M. Verratti,6.8,Spezia,Milan,B
MCD,0. Kokcu,6.2,Spezia,Milan,B
MCD,L. Paqueta,6.0,Spezia,Milan,B
VOL,X. Schlager,5.9,Spezia,Milan,B
VOL,Rodri,6.6,Spezia,Milan,B
LE,O. Wijndal,7.8,Spezia,Milan,B
ZGE,M. Hermoso,5.9,Spezia,Milan,B
ZGE,J. Stones,6.9,Spezia,Milan,B
ZGD,J. Timber,7.2,Spezia,Milan,B
LD,D. Carvajal,8.0,Spezia,Milan,B
GOL,J. Oblak,7.6,Spezia,Milan,B
PE,G. Martinelli,6.0,Internazionale,Lazio,A
ATA,L. Martinez,8.7,Internazionale,Lazio,A
PD,A. Traoré,6.0,Internazionale,Lazio,A
MEI,K. Havertz,8.5,Internazionale,Lazio,A
ME,Rafa,7.2,Internazionale,Lazio,A
MCE,L. Modric,7.4,Internazionale,Lazio,A
MCD,K. Laimer,6.0,Internazionale,Lazio,A
MCD,A. Zambo Anguissa,6.4,Internazionale,Lazio,A
MD,Antony,6.3,Internazionale,Lazio,A
LE,N. Mendes,7.4,Internazionale,Lazio,A
ZGE,C. Romero,6.2,Internazionale,Lazio,A
ZGE,D. Alaba,7.2,Internazionale,Lazio,A
ZGD,E. Militão,7.4,Internazionale,Lazio,A
LD,D. Dumfries,7.0,Internazionale,Lazio,A
GOL,H. Lloris,7.6,Internazionale,Lazio,A
ATA,Beto,6.0,Lazio,Internazionale,A
MEI,C. Nkunku,7.5,Lazio,Internazionale,A
ME,J. Musiala,6.0,Lazio,Internazionale,A
ME,A. Danjuma,6.9,Lazio,Internazionale,A
MD,K. Mbappe,6.2,Lazio,Internazionale,A
MD,B. Saka,6.2,Lazio,Internazionale,A
VLE,R. Gravenberch,6.0,Lazio,Internazionale,A
VLE,F. Kessié,6.5,Lazio,Internazionale,A
VLD,A. Tchouaméni,6.1,Lazio,Internazionale,A
LE,A. Davies,7.3,Lazio,Internazionale,A
ZGE,A. Rudiger,6.6,Lazio,Internazionale,A
ZGD,R. Araujo,6.6,Lazio,Internazionale,A
LD,R. James,6.5,Lazio,Internazionale,A
GOL,T. Courtois,6.8,Lazio,Internazionale,A
PE,J. Grealish,6.1,Milan,Monza,B
PD,K. Coman,5.8,Milan,Monza,B
PD,H. Ziyech,6.4,Milan,Monza,B
SA,D. Nuñez,6.5,Milan,Monza,B
SA,D. Vlahovic,6.6,Milan,Monza,B
MCE,F. de Jong,6.2,Milan,Monza,B
MCD,J. Sancho,6.2,Milan,Monza,B
MCD,R. Sanches,6.6,Milan,Monza,B
VOL,J. Ward-Prowse,6.3,Milan,Monza,B
LE,Angeliño,7.0,Milan,Monza,B
ZGE,F. Tomori,7.1,Milan,Monza,B
ZGD,P. Kimpembe,7.0,Milan,Monza,B
LD,R. Pereira,6.4,Milan,Monza,B
GOL,Ederson,6.6,Milan,Monza,B
ATA,L. Muriel,7.0,Monza,Milan,B
ATA,H. Kane,5.5,Monza,Milan,B
MEI,M. Odegaard,7.6,Monza,Milan,B
ME,A. Saint-Maximin,6.5,Monza,Milan,B
ME,D. Tadic,6.8,Monza,Milan,B
MCE,W. Ndidi,5.7,Monza,Milan,B
MCE,D. Parejo,6.3,Monza,Milan,B
MCD,Pedri,7.5,Monza,Milan,B
MD,F. Torres,7.1,Monza,Milan,B
MD,F. Chiesa,6.4,Monza,Milan,B
LE,T. Hernandez,7.4,Monza,Milan,B
ZGE,J. Matip,6.8,Monza,Milan,B
ZGD,J. Kounde,6.4,Monza,Milan,B
LD,L. Vazquez,7.1,Monza,Milan,B
GOL,M. Maignan,7.4,Monza,Milan,B
ATA,K. Mbappe,7.1,Lazio,Roma,A
MEI,C. Nkunku,6.2,Lazio,Roma,A
ME,J. Musiala,6.0,Lazio,Roma,A
ME,A. Danjuma,6.5,Lazio,Roma,A
MD,B. Saka,6.2,Lazio,Roma,A
VLE,F. Kessié,6.3,Lazio,Roma,A
VLD,A. Tchouaméni,6.3,Lazio,Roma,A
LE,A. Davies,6.4,Lazio,Roma,A
ZGE,A. Rudiger,6.2,Lazio,Roma,A
ZGD,R. Araujo,6.5,Lazio,Roma,A
LD,R. James,6.1,Lazio,Roma,A
GOL,T. Courtois,6.2,Lazio,Roma,A
ATE,E. Haaland,8.0,Roma,Lazio,A
ATD,M. Rashford,7.9,Roma,Lazio,A
ME,R. Leão,7.8,Roma,Lazio,A
MCE,C. Soler,5.8,Roma,Lazio,A
MCE,P. Zielinski,7.5,Roma,Lazio,A
MCD,Casemiro,7.8,Roma,Lazio,A
MD,D. Berardi,7.0,Roma,Lazio,A
LE,A. Balde,7.2,Roma,Lazio,A
ZGE,I. Konaté,7.1,Roma,Lazio,A
ZGD,J. Gomez,6.3,Roma,Lazio,A
LD,P. Porro,6.7,Roma,Lazio,A
GOL,E. Mendy,6.0,Roma,Lazio,A
PE,C. Gakpo,7.9,Spezia,Salernitana,B
PD,P. Foden,7.7,Spezia,Salernitana,B
SA,W. Ben Yedder,8.1,Spezia,Salernitana,B
SA,M. Depay,6.1,Spezia,Salernitana,B
MCE,O. Kokcu,5.8,Spezia,Salernitana,B
MCE,M. Verratti,6.2,Spezia,Salernitana,B
MCD,L. Paqueta,6.1,Spezia,Salernitana,B
MCD,Y. Tielemans,6.1,Spezia,Salernitana,B
VOL,Q. Timber,7.0,Spezia,Salernitana,B
VOL,Rodri,5.9,Spezia,Salernitana,B
LE,O. Wijndal,8.0,Spezia,Salernitana,B
ZGE,M. Hermoso,6.2,Spezia,Salernitana,B
ZGE,J. Stones,6.7,Spezia,Salernitana,B
ZGD,J. Timber,7.9,Spezia,Salernitana,B
LD,D. Carvajal,7.1,Spezia,Salernitana,B
GOL,J. Oblak,6.2,Spezia,Salernitana,B
ATA,P. Schick,7.7,Salernitana,Spezia,B
MEE,H. Lozano,5.6,Salernitana,Spezia,B
MEE,G. Jesus,6.4,Salernitana,Spezia,B
MEI,J. Maddison,5.7,Salernitana,Spezia,B
MEI,M. Reus,6.5,Salernitana,Spezia,B
MED,M. Diaby,6.4,Salernitana,Spezia,B
VLE,T. Partey,6.5,Salernitana,Spezia,B
VLD,J. Bellingham,7.2,Salernitana,Spezia,B
LE,F. Mendy,6.8,Salernitana,Spezia,B
ZGE,G. Paulista,6.9,Salernitana,Spezia,B
ZGD,R. Varane,6.9,Salernitana,Spezia,B
LD,N. Mazraoui,7.0,Salernitana,Spezia,B
GOL,M. Neuer,7.0,Salernitana,Spezia,B
ATA,K. Mbappe,6.9,Lazio,Napoli,A
MEI,C. Nkunku,6.1,Lazio,Napoli,A
ME,J. Musiala,6.0,Lazio,Napoli,A
ME,A. Danjuma,7.6,Lazio,Napoli,A
MD,B. Saka,7.0,Lazio,Napoli,A
VLE,F. Kessié,6.6,Lazio,Napoli,A
VLD,A. Tchouaméni,6.4,Lazio,Napoli,A
LE,A. Davies,7.2,Lazio,Napoli,A
ZGE,A. Rudiger,5.8,Lazio,Napoli,A
ZGD,R. Araujo,7.1,Lazio,Napoli,A
LD,R. James,6.2,Lazio,Napoli,A
GOL,T. Courtois,6.9,Lazio,Napoli,A
ATE,D. Mertens,6.0,Napoli,Lazio,A
ATD,C. Immobile,7.9,Napoli,Lazio,A
PD,A. Gomez,6.5,Napoli,Lazio,A
MEE,C. Pulisic,5.9,Napoli,Lazio,A
MED,I. Sarr,5.9,Napoli,Lazio,A
MCE,T. Muller,6.7,Napoli,Lazio,A
MCE,S. Tonali,6.1,Napoli,Lazio,A
VLE,Thiago,7.0,Napoli,Lazio,A
VLD,J. Kimmich,7.3,Napoli,Lazio,A
LE,J. Frimpong,7.2,Napoli,Lazio,A
ZGE,Pepe,7.1,Napoli,Lazio,A
ZGD,J. Giménez,7.2,Napoli,Lazio,A
LD,R. Lodi,6.0,Napoli,Lazio,A
LD,J. Cuadrado,6.4,Napoli,Lazio,A
GOL,W. Szczesny,7.3,Napoli,Lazio,A
ATA,H. Kane,8.0,Monza,Spezia,B
ATA,J. Matip,5.7,Monza,Spezia,B
MEI,L. Muriel,5.9,Monza,Spezia,B
MEI,M. Odegaard,7.1,Monza,Spezia,B
ME,A. Saint-Maximin,5.8,Monza,Spezia,B
ME,D. Tadic,6.9,Monza,Spezia,B
MCE,W. Ndidi,5.8,Monza,Spezia,B
MCE,D. Parejo,6.0,Monza,Spezia,B
MCD,Pedri,7.1,Monza,Spezia,B
MD,F. Chiesa,7.5,Monza,Spezia,B
LE,T. Hernandez,6.9,Monza,Spezia,B
ZGE,P. Torres,6.5,Monza,Spezia,B
ZGD,J. Kounde,7.0,Monza,Spezia,B
LD,L. Vazquez,7.2,Monza,Spezia,B
GOL,M. Maignan,7.7,Monza,Spezia,B
PE,C. Gakpo,6.6,Spezia,Monza,B
PD,P. Foden,5.9,Spezia,Monza,B
SA,M. Depay,6.6,Spezia,Monza,B
MCE,M. Verratti,6.3,Spezia,Monza,B
MCD,Y. Tielemans,6.2,Spezia,Monza,B
VOL,Rodri,6.3,Spezia,Monza,B
LE,O. Wijndal,6.7,Spezia,Monza,B
ZGE,J. Stones,6.7,Spezia,Monza,B
ZGD,J. Timber,6.3,Spezia,Monza,B
LD,D. Carvajal,6.4,Spezia,Monza,B
GOL,J. Oblak,6.3,Spezia,Monza,B
